LWC_3407282417590220_02,有钱人 简直 伤 不 起 出去 买 车 大众 的 某 <CL> 然后 看到 车 说 哎呀 这个 车 的 内置杂 和 家 里 的 宾利 一样 !,内置杂,辆,个,个,款
LWC_3406391727435098_01,"节日 一 如 平日 , 只是 少 了 一点点 压力 , 少 了 一点点 紧迫 , 但是 谁 都 知道 , 一旦 节日 的 喜庆 褪去 颜色 , 毎个 人 都 要 背 着 N <CL> 大山 前行 可是 , 是否 毎个 人 都 知道 前进 和 生存 的 意义 呢",大山,座,个,座,座
LWC_3402553036933539_01,"独自 行走 于 醉人 的 月色 下 , 体会 着 清风 的 律动 , 那 模糊 的 旋律 , 好似 正在 演奏 着 一 <CL> 梦幻般 的 风月 , 不胜 的 伤感 而 又 优美 。",梦幻般,曲,个,层,场
LWC_3405693170341113_01,"992 城区 路况 赣州 京九 路 , 红 辣椒 酒店 附近 , 2 <CL> 小 车 相挂 。",车,辆,个,辆,辆
UCLA_G_17486_01,"穿 一 <CL> 素色 白 裙 , 走 在 人间 四月 , 等待 一 树 又 一 树 的 花 开 。",素色,袭,个,个,件
LWC_3404583428861779_01,"摇钱 树 看到 这 <CL> 下 钱 雨 的 摇钱 树 , 转发 越 快 , 钱 来 的 越快 。",树,棵,个,棵,棵
LWC_3404330113393128_01,增高 鞋 可调 3 高 弹力 内 增高 鞋 女式 男式 硅胶 男士 5cm 增高垫 购买 600 最近 成交 3030 <CL> 上海 健足乐 旗舰店,旗舰店,笔,个,笔,笔
LCMC_G53_0013_01,"她 的 面前 , 是 一 <CL> 黑 红色 的 裸体 。",裸体,架,个,个,副
LWC_3405538629998101_01,"法新社 报道 , 农民 联合会 和 义勇 割除队 的 这些 成员 随后 在 散落 一地 的 玉米堆 上 拉开 了 一 <CL> 横幅 , 上面 写 着 基因 改造 地带 。",横幅,面,个,条,条
LWC_3399715028222094_02,"这 <CL> 话 特 想 告诉 一 人 , 现在 还 不 能 跟 此 人 翻脸 , 我 受 教育 好 , 从 小 知道 什么 叫 识时务 , 小 太爷 来日 跟 你 丫玩儿命 !",话,席,个,句,句
LWC_3400039672007322_01,"晒晒 很 精致 的 一 <CL> 台历 , 制作 精良 的 插页 , 时刻 提醒 我 重要 特殊 的 日子 , 感谢 , 感谢 小 编 ,",台历,本,个,本,本
LWC_3402019002197328_02,"更 令 人 无法 理解 的 是 , 这 <CL> 飞机 看来 就 像 它 失踪 时 一样 簇新 。",飞机,架,个,架,架
LWC_3405762951373173_01,"小 镇 上 的 第一 <CL> 商品房 , 平均 不 到 20w 一套 , 开卖 就 销售一空 , 现在 二 期 三 期 都 跟 上来 , 好 牛 好 强大 。",商品房,处,个,个,套
LWC_3402415453979353_01,"刚才 坐 电梯 时 , 发现 我 兜兜 里 有 <CL> 大 白兔 !",白兔,颗,个,只,个
LWC_3402721493511860_01,"好歹 同学 两 年 半 , 本 不 想 说 什么 , 妈 的 最后 一 <CL> 烟 也 偷",烟,根,个,支,根
LWC_3399693871342353_02,"演唱会 于 晚上 七点五十 正式 拉开 帷幕 , 一 <CL> 火红 装束 亮相 的 王力宏 瞬间 让 现场 歌迷 的 尖叫声 响彻 整个 温州 的 夜空 。",火红,袭,个,部,身
LWC_3402466521051173_01,"辞旧迎新 之 际 , 派发 一 <CL> 鞭炮 丁俊晖 , 你 喝 蒙 了 吗 ?",鞭炮,枚,个,个,堆
LWC_3401689728053283_02,"写 这 <CL> 作品 前 , 我 做 了 祷告 , 其中 路 字 右边 的 各 字 很 细 , 出乎 我 的 意料 , 但 一 想 你们 要 行 窄路 , 便 恍然大悟 。",作品,幅,个,部,篇
LWC_3400563966579580_01,"不 识字 的 老婆 给 老公 写 的 一 <CL> 信 , 你 能 看懂 吗 ?",信,封,个,封,封
LWC_3406456004756861_01,"翰创 分享 设计师 Cho Hyung Suk 从 自行车 的 链条 获得 灵感 , 设计 了 这 <CL> 链条 台灯 The B Chain Lamp 。",链条,盏,个,个,款
LWC_3401755811960035_07,"刚才 打 你 电话 没 通 , 提示 说 你 拨打 的 用户 是 猪 , 过 了 会 再 打 , 居然 提示 你 拨打 的 那 <CL> 猪 已经 屠宰 。",猪,头,个,只,头
LWC_3401301327173682_01,"一 <CL> 要 1290 , 好 想 買喔 , 可是 沒錢 , 等 過年時 再 說吧 , 感覺 好棒 , 我 喜歡 , 能 讓臉 作 深層 的 潔淨 , 比什麼 都 好 , 因為 我 平常 不 用 保養品 , 相對 的 , 臉務 必要 徹底 清潔 到底 好 想買",要,枝,个,次,件
LWC_3403432591387845_01,"有 一 <CL> 牙签 走 在 路上 , 突然 走累 了 。",牙签,根,个,根,根
LWC_3406520496876515_01,"初 五 停电 了 , 我们 这 几 <CL> 因为 变电站 家 里 忽然 停电 了 , 我 在 蜡烛 昏暗 下 吃 完 了 晚饭 , 不 寻常 的 一 天 。",停电,幢,个,次,次
LWC_3405578405942693_01,这 时间 睡醒 了 哪 能 办 想到 6 点半 要 起床 上班 我 就 像 挨 一 <CL> 闷棍,闷棍,记,个,个,根
LWC_3404798579814898_01,"小 区 里面 隔壁 那 <CL> 房子 着火 了 , 火势 好 大 , 祈祷 祈祷 , 这 大 过 年 的 , 放 烟火 真的 要 注意 呀",房子,幢,个,个,个
LWC_3402799939828172_01,我 在 这里 东门 步行街 西华宫 西南 自己 跑 出来 老 街 吃丸仔 这 <CL> 店 的 好多 年 了,店,间,个,家,家
LWC_3403173937370548_05,"白 蛇 回到 紫竹林 , 却 发现 清风 洞里 躺 着 一 <CL> 尸体 , 那 便 是 许仙 。",尸体,具,个,具,具
LWC_3405677689432220_01,"一 <CL> 奇葩 昨日 我 逛 温州 大 世界 超市 , 哇噻 !",奇葩,朵,个,朵,朵
LWC_3405549423213348_08,你 不 喜欢 人家 就 不 要 同住 一 <CL> 房间 !,房间,间,个,个,个
LWC_3404035606231428_01,"谁 家 的 酒 在 楼梯间 打破 了 , 整 <CL> 楼 弥漫 着 酒香 。",楼,栋,个,层,栋
LWC_3399840157459038_08,第三 <CL> ： 魔羯座 。,魔羯座,名,个,名,名
LWC_3404282076852033_01,"二十多 <CL> 窗户 , 擦到姐 手软 T T",窗户,扇,个,扇,个
LWC_3400187281132494_01,"webber , 哥 昨晚 梦到 和 你 一 <CL> 教室 在 那 做 不 知道 是 什么 科目 的 题 。",教室,间,个,级,个
LWC_3405120207413259_01,"今夜 , 我 想 舒展 红袖 , 鸣 一 <CL> 洞箫 , 借蒹 葭 苍苍 的 方向 , 轻敲 你 灵魂 横渡 的 心窗 , 走进 你 内心 的 殿堂 。",洞箫,管,个,个,声
LWC_3401269408106085_01,坦然 我 的 忧伤 和 甜蜜 似 一 <CL> 温婉 的 歌赋 缀入 心间 看到 迁徙 鸟 的 博文傲梅 的 春日 原创 现代 诗卉 有感而发 的 评论 。,温婉,曲,个,份,首
LWC_3402394534819047_02,"而 这里 更 是 有 19 <CL> 形态 各 异 的 瀑布 , 其中 最 有 吸引力 的 当 属 彩虹 瀑布 。",形态,处,个,种,个
LWC_3400855410148709_04,"10 年 后 , 她 生前 衣物 慈善 义卖 , 87 岁 的 他 拄 着 拐棍 , 买回 那 <CL> 胸针 , 不久 与世长辞 。",胸针,枚,个,个,支
LWC_3401341630231754_02,"老师 一 <CL> 肺腑之言 我 要 感谢 孩子 学习 不 用 愁特 聪明 , 英语 要 勤练 , 好 规矩 要 养成 。",肺腑之言,席,个,个,句
LWC_3404651511038135_01,买 <CL> 仙人 掌 给 你,仙人,棵,个,个,个
LCMC_K23_0066_01,"供 着 一 <CL> 不 爱 她 的 男 神 , 唉 , 人生 啊 !",神,尊,个,个,个
LWC_3404878513628620_01,初 一 第一 <CL> 香,香,株,个,个,支
LWC_3405038057961844_01,我 的 第一 <CL> 学校 的,学校,所,个,个,个
LWC_3402636915271011_03,"你 关闭 了 别人 一 道门 , 同时 也 就 关闭 自己 的 一 <CL> 门 张邵刚 是 最 好 的 例子 !",门,扇,个,个,扇
LWC_3404463258012745_01,"新闻 摄影 是 以 附有 简短 文字 说明 的 新闻 照片 形式 同 读者 见面 的 , 它 不同于 电影 和 电视 上 的 活动 形象 , 而 是 以 静止 的 形象 , 即将 新闻 自身 的 形象 瞬间 定格 在 一 <CL> 画面 上 。",画面,幅,个,个,个
LWC_3402060382525468_01,吴 清源 围棋 全 集 第四 <CL> 中盘 战术 死活 和 收官,死活,卷,个,种,集
LWC_3402864611612210_01,"我 看 不 到 这 <CL> 城市 的 明天 , 我 很 怕 自己 最终 是 温水 里 的 青蛙 。",城市,座,个,个,座
LWC_3404529054019583_02,"今天 发 了 薪水 , 还 了 贷款 , 交 了 房租 水电 煤气费 , 买 了 油米 和 泡面 , 摸摸 口袋 剩下 的 钱 , 感叹 一 <CL> 这 月 工资 又 白领 了 !",工资,声,个,份,声
LCMC_G25_0023_01,"那天 恰巧 有 几 <CL> 坐 着 妓女 的 轿子 , 朱 良 才 混 在 抬 轿 人 中 逃离 虎口 。",轿子,顶,个,个,辆
LWC_3400936068782651_01,今早 发现 单位 卫生间 里 竟然 放 了 一 整 <CL> 的 卫生纸 。,卫生纸,卷,个,卷,包
LCMC_E21_0017_01,学习 时 两 <CL> 灯 同时 照明 。,灯,盏,个,盏,盏
LWC_3400872463374092_02,去 图书馆 寻找 一 <CL> 书籍 。,书籍,册,个,本,本
LWC_3401349041941370_01,"第一 <CL> 官方 认可 的 满分杆 147 戴维斯 VS 斯宾塞 , 确实 激动 人心",满分杆,杆,个,个,个
LWC_3406089079278932_01,"2012 年 农历 春节 之 际 , 中国 海军 第四 <CL> 071 级 综合 船坞 登陆舰 在 上海 沪东 造 船厂 下水 。",船坞,艘,个,个,艘
